verdict,group,path,bytes,class,purpose,sha256,evidence,referencers,git,backup,risk,approved
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_EvernightMoon_MM_ChargedAttack.uasset,649297,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Data/VerticalSlice/Characters/DA_Character_EvernightMoon,/Game/Data/VerticalSlice/Characters/DA_Character_EvernightMoon,untracked,external local archive + SHA-256 manifest required,保留,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_EvernightMoon_MM_Death_Front_01.uasset,675598,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_EvernightMoon_MM_HitReact_Front_Med_01.uasset,604834,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Data/VerticalSlice/Characters/DA_Character_EvernightMoon,/Game/Data/VerticalSlice/Characters/DA_Character_EvernightMoon,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Huohua_MM_Attack_01.uasset,573183,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Data/VerticalSlice/Characters/DA_Character_Huohua,/Game/Data/VerticalSlice/Characters/DA_Character_Huohua,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Huohua_MM_ChargedAttack.uasset,658405,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Data/VerticalSlice/Characters/DA_Character_Huohua,/Game/Data/VerticalSlice/Characters/DA_Character_Huohua,untracked,external local archive + SHA-256 manifest required,保留,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Huohua_MM_Death_Front_01.uasset,685164,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Huohua_MM_HitReact_Front_Med_01.uasset,614298,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Data/VerticalSlice/Characters/DA_Character_Huohua,/Game/Data/VerticalSlice/Characters/DA_Character_Huohua,untracked,external local archive + SHA-256 manifest required,保留,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Remiel_MM_Attack_01.uasset,1119788,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Remiel_MM_ChargedAttack.uasset,1202889,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Remiel_MM_Death_Front_01.uasset,1230406,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Remiel_MM_HitReact_Front_Med_01.uasset,1157735,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Data/VerticalSlice/Characters/DA_Character_Remiel,/Game/Data/VerticalSlice/Characters/DA_Character_Remiel,untracked,external local archive + SHA-256 manifest required,保留,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Verina_MM_Attack_01.uasset,1011049,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Verina_MM_ChargedAttack.uasset,1089529,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Verina_MM_Death_Front_01.uasset,1113249,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Combat/LIVE_Verina_MM_HitReact_Front_Med_01.uasset,1050502,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Data/VerticalSlice/Characters/DA_Character_Verina,/Game/Data/VerticalSlice/Characters/DA_Character_Verina,untracked,external local archive + SHA-256 manifest required,保留,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/Remiel_MM_Attack_01.uasset,1011917,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/Remiel_MM_Death_Front_01.uasset,1013920,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/Remiel_MM_HitReact_Front_Med_01.uasset,1014303,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/Verina_MM_Attack_01.uasset,905349,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/Verina_MM_Death_Front_01.uasset,907352,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Combat/Verina_MM_HitReact_Front_Med_01.uasset,907735,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed.uasset,379595,AnimBlueprint,角色 / 动作 / 重定向,,dependency of /Game/Data/VerticalSlice/Characters/DA_Character_EvernightMoon,/Game/Data/VerticalSlice/Characters/DA_Character_EvernightMoon,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run.uasset,53849,BlendSpace,蓝图 / 数据 / 其他资源,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Jog_Bwd.uasset,740014,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Jog_Bwd_Left.uasset,741978,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Jog_Bwd_Right.uasset,741869,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Jog_Fwd.uasset,786052,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Jog_Fwd_Left.uasset,788192,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Jog_Fwd_Right.uasset,788232,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Jog_Left.uasset,749497,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Jog_Right.uasset,786609,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Walk_Bwd.uasset,856987,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Walk_Bwd_Left.uasset,860203,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Walk_Bwd_Right.uasset,860087,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Walk_Fwd.uasset,738043,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Walk_Fwd_Left.uasset,739977,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Walk_Fwd_Right.uasset,739730,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Walk_Left.uasset,746985,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MF_Unarmed_Walk_Right.uasset,746637,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MM_Fall_Loop.uasset,999634,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MM_Idle.uasset,1815235,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_BS_Idle_Walk_Run; /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MM_Jump.uasset,623896,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,untracked,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_MM_Land.uasset,622608,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,/Game/Presentation/Animation/Locomotion/EvernightMoon/FINAL_EvernightMoon_ABP_Unarmed,untracked,external local archive + SHA-256 manifest required,保留,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_ABP_Unarmed.uasset,379820,AnimBlueprint,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run.uasset,54112,BlendSpace,蓝图 / 数据 / 其他资源,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_ABP_Unarmed,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Jog_Bwd.uasset,459804,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Jog_Bwd_Left.uasset,458692,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Jog_Bwd_Right.uasset,458697,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Jog_Fwd.uasset,459814,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Jog_Fwd_Left.uasset,458692,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Jog_Fwd_Right.uasset,458697,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Jog_Left.uasset,459812,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Jog_Right.uasset,459830,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Walk_Bwd.uasset,459850,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Walk_Bwd_Left.uasset,458736,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Walk_Bwd_Right.uasset,458741,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Walk_Fwd.uasset,459533,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_MF_Unarmed_Walk_Fwd_Left.uasset,458408,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/author_content.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/Locomotion/EvernightMoon/FIX_EvernightMoon_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
